0	2.780773
1	0.813250
2	0.246382
3	0.083057
4	0.035998
5	0.022435
6	0.018524
7	0.017393
8	0.017064
9	0.016965
10	0.016933
11	0.016919
12	0.016912
13	0.016906
14	0.016900
15	0.016895
16	0.016889
17	0.016884
18	0.016879
19	0.016873
20	0.016868
21	0.016862
22	0.016857
23	0.016852
24	0.016846
25	0.016841
26	0.016836
27	0.016830
28	0.016825
29	0.016820
30	0.016814
31	0.016809
32	0.016804
33	0.016798
34	0.016793
35	0.016788
36	0.016782
37	0.016777
38	0.016772
39	0.016766
40	0.016761
41	0.016756
42	0.016750
43	0.016745
44	0.016740
45	0.016734
46	0.016729
47	0.016724
48	0.016718
49	0.016713
50	0.016708
51	0.016703
52	0.016697
53	0.016692
54	0.016687
55	0.016681
56	0.016676
57	0.016671
58	0.016666
59	0.016660
60	0.016655
61	0.016650
62	0.016645
63	0.016639
64	0.016634
65	0.016629
66	0.016624
67	0.016618
68	0.016613
69	0.016608
70	0.016603
71	0.016597
72	0.016592
73	0.016587
74	0.016582
75	0.016577
76	0.016571
77	0.016566
78	0.016561
79	0.016556
80	0.016550
81	0.016545
82	0.016540
83	0.016535
84	0.016530
85	0.016524
86	0.016519
87	0.016514
88	0.016509
89	0.016504
90	0.016499
91	0.016493
92	0.016488
93	0.016483
94	0.016478
95	0.016473
96	0.016467
97	0.016462
98	0.016457
99	0.016452
100	0.016447
101	0.016442
102	0.016437
103	0.016431
104	0.016426
105	0.016421
106	0.016416
107	0.016411
108	0.016406
109	0.016401
110	0.016395
111	0.016390
112	0.016385
113	0.016380
114	0.016375
115	0.016370
116	0.016365
117	0.016360
118	0.016355
119	0.016349
120	0.016344
121	0.016339
122	0.016334
123	0.016329
124	0.016324
125	0.016319
126	0.016314
127	0.016309
128	0.016304
129	0.016299
130	0.016293
131	0.016288
132	0.016283
133	0.016278
134	0.016273
135	0.016268
136	0.016263
137	0.016258
138	0.016253
139	0.016248
140	0.016243
141	0.016238
142	0.016233
143	0.016228
144	0.016223
145	0.016218
146	0.016213
147	0.016208
148	0.016203
149	0.016198
150	0.016192
151	0.016187
152	0.016182
153	0.016177
154	0.016172
155	0.016167
156	0.016162
157	0.016157
158	0.016152
159	0.016147
160	0.016142
161	0.016137
162	0.016132
163	0.016127
164	0.016122
165	0.016117
166	0.016112
167	0.016107
168	0.016103
169	0.016098
170	0.016093
171	0.016088
172	0.016083
173	0.016078
174	0.016073
175	0.016068
176	0.016063
177	0.016058
178	0.016053
179	0.016048
180	0.016043
181	0.016038
182	0.016033
183	0.016028
184	0.016023
185	0.016018
186	0.016013
187	0.016008
188	0.016004
189	0.015999
190	0.015994
191	0.015989
192	0.015984
193	0.015979
194	0.015974
195	0.015969
196	0.015964
197	0.015959
198	0.015954
199	0.015950
200	0.015945
201	0.015940
202	0.015935
203	0.015930
204	0.015925
205	0.015920
206	0.015915
207	0.015910
208	0.015906
209	0.015901
210	0.015896
211	0.015891
212	0.015886
213	0.015881
214	0.015876
215	0.015872
216	0.015867
217	0.015862
218	0.015857
219	0.015852
220	0.015847
221	0.015842
222	0.015838
223	0.015833
224	0.015828
225	0.015823
226	0.015818
227	0.015813
228	0.015809
229	0.015804
230	0.015799
231	0.015794
232	0.015789
233	0.015785
234	0.015780
235	0.015775
236	0.015770
237	0.015765
