0	0.045321
1	0.045320
2	0.045319
3	0.045318
4	0.045317
5	0.045316
6	0.045315
7	0.045314
8	0.045313
9	0.045312
10	0.045311
11	0.045310
12	0.045309
13	0.045308
14	0.045307
15	0.045306
16	0.045305
17	0.045304
18	0.045303
19	0.045302
20	0.045301
21	0.045300
22	0.045299
23	0.045298
24	0.045297
25	0.045296
26	0.045295
27	0.045294
28	0.045293
29	0.045292
30	0.045291
31	0.045290
32	0.045289
33	0.045288
34	0.045288
35	0.045287
36	0.045286
37	0.045285
38	0.045284
39	0.045283
40	0.045282
41	0.045281
42	0.045280
43	0.045279
44	0.045278
45	0.045277
46	0.045276
47	0.045275
48	0.045274
49	0.045273
50	0.045272
51	0.045271
52	0.045270
53	0.045269
54	0.045268
55	0.045267
56	0.045266
57	0.045265
58	0.045264
59	0.045263
60	0.045262
61	0.045261
62	0.045260
63	0.045259
64	0.045258
65	0.045257
66	0.045256
67	0.045255
68	0.045254
69	0.045253
70	0.045252
71	0.045251
72	0.045250
73	0.045249
74	0.045248
75	0.045247
76	0.045246
77	0.045245
78	0.045244
79	0.045243
80	0.045242
81	0.045241
82	0.045240
83	0.045239
84	0.045238
85	0.045237
86	0.045236
87	0.045235
88	0.045234
89	0.045233
90	0.045232
91	0.045231
92	0.045230
93	0.045229
94	0.045228
95	0.045227
96	0.045226
97	0.045225
98	0.045224
99	0.045223
100	0.045222
101	0.045221
102	0.045220
103	0.045219
104	0.045218
105	0.045217
106	0.045216
107	0.045215
108	0.045214
109	0.045213
110	0.045212
111	0.045211
112	0.045210
113	0.045210
114	0.045209
115	0.045208
116	0.045207
117	0.045206
118	0.045205
119	0.045204
120	0.045203
121	0.045202
122	0.045201
123	0.045200
124	0.045199
125	0.045198
126	0.045197
127	0.045196
128	0.045195
129	0.045194
130	0.045193
131	0.045192
132	0.045191
133	0.045190
134	0.045189
135	0.045188
136	0.045187
137	0.045186
138	0.045185
139	0.045184
140	0.045183
141	0.045182
142	0.045181
143	0.045180
144	0.045179
145	0.045178
146	0.045177
147	0.045176
148	0.045175
149	0.045174
150	0.045173
151	0.045172
152	0.045171
153	0.045170
154	0.045170
155	0.045169
156	0.045168
157	0.045167
158	0.045166
159	0.045165
160	0.045164
161	0.045163
162	0.045162
163	0.045161
164	0.045160
165	0.045159
166	0.045158
167	0.045157
168	0.045156
169	0.045155
170	0.045154
171	0.045153
172	0.045152
173	0.045151
174	0.045150
175	0.045149
176	0.045148
177	0.045147
178	0.045146
179	0.045145
180	0.045144
181	0.045143
182	0.045142
183	0.045141
184	0.045140
185	0.045140
186	0.045139
187	0.045138
188	0.045137
189	0.045136
190	0.045135
191	0.045134
192	0.045133
193	0.045132
194	0.045131
195	0.045130
196	0.045129
197	0.045128
198	0.045127
199	0.045126
200	0.045125
201	0.045124
202	0.045123
203	0.045122
204	0.045121
205	0.045120
206	0.045119
207	0.045118
208	0.045117
209	0.045116
210	0.045115
211	0.045114
212	0.045114
213	0.045113
214	0.045112
215	0.045111
216	0.045110
217	0.045109
218	0.045108
219	0.045107
220	0.045106
221	0.045105
222	0.045104
223	0.045103
224	0.045102
225	0.045101
226	0.045100
227	0.045099
228	0.045098
229	0.045097
230	0.045096
231	0.045095
232	0.045094
233	0.045093
234	0.045092
235	0.045091
236	0.045091
237	0.045090
238	0.045089
239	0.045088
240	0.045087
241	0.045086
242	0.045085
243	0.045084
244	0.045083
245	0.045082
246	0.045081
247	0.045080
248	0.045079
249	0.045078
250	0.045077
251	0.045076
252	0.045075
253	0.045074
254	0.045073
255	0.045072
256	0.045071
257	0.045070
258	0.045070
259	0.045069
260	0.045068
261	0.045067
262	0.045066
263	0.045065
264	0.045064
265	0.045063
266	0.045062
267	0.045061
268	0.045060
269	0.045059
270	0.045058
271	0.045057
272	0.045056
273	0.045055
274	0.045054
275	0.045053
276	0.045052
277	0.045051
278	0.045051
279	0.045050
280	0.045049
281	0.045048
282	0.045047
283	0.045046
284	0.045045
285	0.045044
286	0.045043
287	0.045042
288	0.045041
289	0.045040
290	0.045039
291	0.045038
292	0.045037
293	0.045036
294	0.045035
295	0.045034
296	0.045034
297	0.045033
298	0.045032
299	0.045031
300	0.045030
301	0.045029
302	0.045028
303	0.045027
304	0.045026
305	0.045025
306	0.045024
307	0.045023
308	0.045022
309	0.045021
310	0.045020
311	0.045019
312	0.045018
313	0.045017
314	0.045017
315	0.045016
316	0.045015
317	0.045014
318	0.045013
319	0.045012
320	0.045011
321	0.045010
322	0.045009
323	0.045008
324	0.045007
325	0.045006
326	0.045005
327	0.045004
328	0.045003
329	0.045002
330	0.045002
331	0.045001
332	0.045000
333	0.044999
334	0.044998
335	0.044997
336	0.044996
337	0.044995
338	0.044994
339	0.044993
340	0.044992
341	0.044991
342	0.044990
343	0.044989
344	0.044988
345	0.044987
346	0.044987
347	0.044986
348	0.044985
349	0.044984
350	0.044983
351	0.044982
352	0.044981
353	0.044980
354	0.044979
355	0.044978
356	0.044977
357	0.044976
358	0.044975
359	0.044974
360	0.044973
361	0.044973
362	0.044972
363	0.044971
364	0.044970
365	0.044969
366	0.044968
367	0.044967
368	0.044966
369	0.044965
370	0.044964
371	0.044963
372	0.044962
373	0.044961
374	0.044960
375	0.044960
